3.802336175652602,3.170260328480123,3.379767266478747,3.1124535692303184,2.903019946986186,2.789006400972662,2.786331356948261,2.66770369110647,2.6510552998997743,2.5628332511916296
4.185037861270143,3.683546860235505,3.2839211307221485,2.8621272073707344,2.8120704517779114,2.7926231601509106,2.778732237560196,2.6364793568885134,2.6132069168483225,2.59458896481617
2.583061374141602,2.465301757189068,2.193262859076647,1.9768611725151477,1.8609662451207942,1.7184759266334688,1.5834455016537763,1.5292885835521526,1.5091182904314853,1.4929820559349514
4.1004053830399885,3.671895732160622,3.221244914083548,3.037426807892756,2.927135944178282,2.853608701701966,2.8010892427903116,2.7616996486065704,2.7310632975747717,2.706554216749333
3.4041569477889047,3.2473234370211363,2.9131319689749393,2.8089178400122714,2.6565462347917155,2.652028674599792,2.6164471666818336,2.6094899701366185,2.6040788172681184,2.5997498949733178
3.52655613091006,3.1161416868994847,2.5562170479642488,2.3399654495307054,2.314255628922254,2.256526178854636,2.235826251307194,2.2203013056466125,2.208226347910605,2.1985663817217986
3.7700574506916698,3.9121240740335472,3.0894688332707623,2.762545328412514,2.6377397381717356,2.3114133542157824,2.315017532098471,2.2863227471455794,2.264004581071108,2.246150048211531
4.169396469644191,3.6502697302794793,3.1030556805446277,2.9647765704096845,2.8818091043287177,2.82649746027474,2.7869891430933276,2.757357905207268,2.734311386851444,2.715874172166785
2.1887847193009136,2.1887847193009136,2.1675291528647436,2.1155996768496417,1.8705767032157148,1.7257760168403062,1.6752658206148654,1.6436877927945521,1.619127104489864,1.5994785538461138
3.8202971951309554,3.0730145295097433,2.6846970786222064,2.5385748528020087,2.484497169338697,2.448445380363156,2.422694102523484,2.4033806441437298,2.3883590654039213,2.376341802412074
